region,city,category,total_deals,average,Date
Eastern Province,Al Dhibiyah,Apartment - Residential,38,15150.0,2020-07-01
Eastern Province,Al Su'ayrah,Apartment - Residential,1,6260.0,2020-07-01
Eastern Province,Al Oyoun,Apartment - Residential,150,11660.84483,2020-07-01
Eastern Province,Al Qatif,Apartment - Residential,2011,15258.13367,2020-07-01
Eastern Province,Al Qaisumah,Apartment - Residential,214,8619.466101,2020-07-01
Eastern Province,Al Nairyah,Apartment - Residential,290,13174.47418,2020-07-01
Eastern Province,Buqayq,Apartment - Residential,112,15891.0,2020-07-01
Eastern Province,Hafar Al Batin,Apartment - Residential,2691,9880.808302,2020-07-01
Eastern Province,Ras Tanura,Apartment - Residential,465,15796.83427,2020-07-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,20,8181.785714,2020-07-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Apartment - Residential,1,6000.0,2020-07-01
Eastern Province,Mulayjah,Apartment - Residential,7,7466.666666,2020-07-01
Eastern Province,Al Ahsa,Villa - Residential,38,20626.11429,2020-07-01
Eastern Province,Al Jubail,Villa - Residential,23,63409.09091,2020-07-01
Eastern Province,Al Khobar,Villa - Residential,190,73240.12353,2020-07-01
Eastern Province,Al Khafji,Villa - Residential,6,21181.66667,2020-07-01
Eastern Province,Dammam,Villa - Residential,234,49614.97608,2020-07-01
Eastern Province,Al Qatif,Villa - Residential,12,27796.63636,2020-07-01
Eastern Province,Al Nairyah,Villa - Residential,2,27500.0,2020-07-01
Eastern Province,Buqayq,Villa - Residential,1,140000.0,2020-07-01
Eastern Province,Hafar Al Batin,Villa - Residential,8,34652.125,2020-07-01
Eastern Province,Ras Tanura,Villa - Residential,2,180000.0,2020-07-01
Eastern Province,Al Ahsa,Studio - Residential,347,9092.807407,2020-10-01
Eastern Province,Al Jubail,Studio - Residential,594,14656.58289,2020-10-01
Eastern Province,Al Khobar,Studio - Residential,1273,12692.20433,2020-10-01
Eastern Province,Al Khafji,Studio - Residential,49,11508.09524,2020-10-01
Eastern Province,Dammam,Studio - Residential,1851,11585.63636,2020-10-01
Eastern Province,Al Oyoun,Studio - Residential,3,5333.333333,2020-10-01
Eastern Province,Al Qatif,Studio - Residential,53,10265.30612,2020-10-01
Eastern Province,Al Qaisumah,Studio - Residential,3,30000.0,2020-10-01
Eastern Province,Al Nairyah,Studio - Residential,21,14852.94118,2020-10-01
Eastern Province,Buqayq,Studio - Residential,1,18000.0,2020-10-01
Eastern Province,Hafar Al Batin,Studio - Residential,92,9996.551724,2020-10-01
Eastern Province,Ras Tanura,Studio - Residential,41,12035.0,2020-10-01
Eastern Province,Al Ahsa,Duplex - Residential,33,25123.90909,2020-10-01
Eastern Province,Al Jubail,Duplex - Residential,38,45092.41667,2020-10-01
Eastern Province,Al Khobar,Duplex - Residential,253,63442.57658,2020-10-01
Eastern Province,Al Khafji,Duplex - Residential,4,16750.0,2020-10-01
Eastern Province,Dammam,Duplex - Residential,308,45805.46,2020-10-01
Eastern Province,Al Oyoun,Duplex - Residential,2,22500.0,2020-10-01
Eastern Province,Al Qatif,Duplex - Residential,28,27888.88889,2020-10-01
Eastern Province,Al Nairyah,Duplex - Residential,2,19200.0,2020-10-01
Eastern Province,Hafar Al Batin,Duplex - Residential,14,21626.36364,2020-10-01
Eastern Province,Ras Tanura,Duplex - Residential,3,21666.66667,2020-10-01
Eastern Province,Al Ahsa,Floor - Residential,162,17673.05517,2020-10-01
Eastern Province,Al Jubail,Floor - Residential,46,43411.61111,2020-10-01
Eastern Province,Al Khobar,Floor - Residential,198,34592.60625,2020-10-01
Eastern Province,Al Khafji,Floor - Residential,19,20851.29412,2020-10-01
Eastern Province,Dammam,Floor - Residential,367,28756.31734,2020-10-01
Eastern Province,Al Oyoun,Floor - Residential,19,16952.6,2020-10-01
Eastern Province,Al Qatif,Floor - Residential,46,19093.90909,2020-10-01
Eastern Province,Al Qaisumah,Floor - Residential,12,14800.0,2020-10-01
Eastern Province,Al Nairyah,Floor - Residential,20,21694.73684,2020-10-01
Eastern Province,Umm Ghalib,Floor - Residential,1,12000.0,2020-10-01
Eastern Province,Buqayq,Floor - Residential,33,48751.18182,2020-10-01
Eastern Province,Hafar Al Batin,Floor - Residential,117,15067.7957,2020-10-01
Eastern Province,Ras Tanura,Floor - Residential,31,20441.0,2020-10-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Floor - Residential,1,9600.0,2020-10-01
Eastern Province,Mulayjah,Floor - Residential,1,9600.0,2020-10-01
Eastern Province,Al Ahsa,Apartment - Residential,5370,12301.4993,2020-10-01
Eastern Province,Al Jubail,Apartment - Residential,4508,18114.84363,2020-10-01
Eastern Province,Al Khobar,Apartment - Residential,10520,19468.38965,2020-10-01
Eastern Province,Al Khafji,Apartment - Residential,350,14259.73145,2020-10-01
Eastern Province,Dammam,Apartment - Residential,18348,16983.55677,2020-10-01
Eastern Province,Al Dhibiyah,Apartment - Residential,73,17610.36538,2020-10-01
Eastern Province,Al Oyoun,Apartment - Residential,82,13042.38889,2020-10-01
Eastern Province,Al Qatif,Apartment - Residential,1331,16390.10624,2020-10-01
Eastern Province,Al Qaisumah,Apartment - Residential,70,8964.075,2020-10-01
Eastern Province,Al Nairyah,Apartment - Residential,214,13871.9881,2020-10-01
Eastern Province,Buqayq,Apartment - Residential,136,15351.43878,2020-10-01
Eastern Province,Hafar Al Batin,Apartment - Residential,894,11104.95306,2020-10-01
Eastern Province,Ras Tanura,Apartment - Residential,553,15749.3028,2020-10-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,8,8399.666666,2020-10-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Apartment - Residential,2,7000.0,2020-10-01
Eastern Province,Al Ahsa,Villa - Residential,27,28553.85185,2020-10-01
Eastern Province,Al Jubail,Villa - Residential,69,52688.2,2020-10-01
Eastern Province,Al Khobar,Villa - Residential,239,73137.1831,2020-10-01
Eastern Province,Al Khafji,Villa - Residential,3,29600.0,2020-10-01
Eastern Province,Dammam,Villa - Residential,220,48378.46561,2020-10-01
Eastern Province,Al Qatif,Villa - Residential,8,27625.0,2020-10-01
Eastern Province,Al Qaisumah,Villa - Residential,1,24000.0,2020-10-01
Eastern Province,Buqayq,Villa - Residential,2,72500.0,2020-10-01
Eastern Province,Hafar Al Batin,Villa - Residential,2,34200.0,2020-10-01
Eastern Province,Ras Tanura,Villa - Residential,3,81500.0,2020-10-01
Eastern Province,Al Ahsa,Studio - Residential,306,9960.777327,2021-01-01
Eastern Province,Al Jubail,Studio - Residential,596,13269.69697,2021-01-01
Eastern Province,Al Khobar,Studio - Residential,1029,12700.55731,2021-01-01
Eastern Province,Al Khafji,Studio - Residential,57,10538.09524,2021-01-01
Eastern Province,Dammam,Studio - Residential,2056,11005.6438,2021-01-01
Eastern Province,Al Oyoun,Studio - Residential,7,13200.0,2021-01-01
Eastern Province,Al Qatif,Studio - Residential,55,9458.0,2021-01-01
Eastern Province,Al Nairyah,Studio - Residential,16,24046.15385,2021-01-01
Eastern Province,Buqayq,Studio - Residential,8,13000.0,2021-01-01
Eastern Province,Hafar Al Batin,Studio - Residential,67,8782.142857,2021-01-01
Eastern Province,Ras Tanura,Studio - Residential,27,12084.61538,2021-01-01
Eastern Province,Al Ahsa,Duplex - Residential,24,31160.16667,2021-01-01
Eastern Province,Al Jubail,Duplex - Residential,64,39829.5082,2021-01-01
Eastern Province,Al Khobar,Duplex - Residential,351,62533.73438,2021-01-01
Eastern Province,Al Khafji,Duplex - Residential,6,21534.4,2021-01-01
Eastern Province,Dammam,Duplex - Residential,349,43096.51493,2021-01-01
Eastern Province,Al Qatif,Duplex - Residential,33,23622.21875,2021-01-01
Eastern Province,Hafar Al Batin,Duplex - Residential,6,17993.83333,2021-01-01
Eastern Province,Ras Tanura,Duplex - Residential,1,22000.0,2021-01-01
Eastern Province,Al Ahsa,Floor - Residential,170,17560.0,2021-01-01
Eastern Province,Al Jubail,Floor - Residential,21,57331.0,2021-01-01
Eastern Province,Al Khobar,Floor - Residential,161,35178.50388,2021-01-01
Eastern Province,Al Khafji,Floor - Residential,31,21194.28571,2021-01-01
Eastern Province,Dammam,Floor - Residential,389,28557.72785,2021-01-01
Eastern Province,Al Dhibiyah,Floor - Residential,2,15600.0,2021-01-01
Eastern Province,Al Oyoun,Floor - Residential,6,15709.0,2021-01-01
Eastern Province,Al Qatif,Floor - Residential,50,17634.30612,2021-01-01
Eastern Province,Al Qaisumah,Floor - Residential,10,15962.5,2021-01-01
Eastern Province,Al Nairyah,Floor - Residential,15,19393.91667,2021-01-01
Eastern Province,Buqayq,Floor - Residential,20,29566.66667,2021-01-01
Eastern Province,Hafar Al Batin,Floor - Residential,108,16034.60227,2021-01-01
Eastern Province,Ras Tanura,Floor - Residential,20,24803.0,2021-01-01
Eastern Province,Qaryat Al Ulya,Floor - Residential,1,16800.0,2021-01-01
Eastern Province,Al Ahsa,Apartment - Residential,6187,12409.42273,2021-01-01
Eastern Province,Al Jubail,Apartment - Residential,5828,17893.39271,2021-01-01
Eastern Province,Al Khobar,Apartment - Residential,11164,18862.83237,2021-01-01
Eastern Province,Al Khafji,Apartment - Residential,456,13737.0,2021-01-01
Eastern Province,Dammam,Apartment - Residential,17923,16666.36728,2021-01-01
Eastern Province,Al Dhibiyah,Apartment - Residential,100,14741.83117,2021-01-01
Eastern Province,Al Su'ayrah,Apartment - Residential,1,6260.0,2021-01-01
Eastern Province,Al Oyoun,Apartment - Residential,106,13378.85507,2021-01-01
Eastern Province,Al Qatif,Apartment - Residential,1799,15986.34172,2021-01-01
Eastern Province,Al Qaisumah,Apartment - Residential,39,8750.0,2021-01-01
Eastern Province,Al Nairyah,Apartment - Residential,241,13070.87791,2021-01-01
Eastern Province,Buqayq,Apartment - Residential,233,16587.84354,2021-01-01
Eastern Province,Hafar Al Batin,Apartment - Residential,937,11286.46073,2021-01-01
Eastern Province,Ras Tanura,Apartment - Residential,519,15898.74848,2021-01-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,8,7714.375,2021-01-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Apartment - Residential,3,10866.66667,2021-01-01
Eastern Province,Mulayjah,Apartment - Residential,2,6750.0,2021-01-01
Eastern Province,Al Ahsa,Villa - Residential,36,27906.35294,2021-01-01
Eastern Province,Al Jubail,Villa - Residential,87,47345.2381,2021-01-01
Eastern Province,Al Khobar,Villa - Residential,399,78010.51261,2021-01-01
Eastern Province,Dammam,Villa - Residential,224,49767.1701,2021-01-01
Eastern Province,Al Qatif,Villa - Residential,12,23916.66667,2021-01-01
Eastern Province,Al Qaisumah,Villa - Residential,1,12000.0,2021-01-01
Eastern Province,Hafar Al Batin,Villa - Residential,2,25800.0,2021-01-01
Eastern Province,Ras Tanura,Villa - Residential,3,44848.33333,2021-01-01
Eastern Province,Al Ahsa,Studio - Residential,185,9054.527027,2021-04-01
Eastern Province,Al Jubail,Studio - Residential,345,13516.52174,2021-04-01
Eastern Province,Al Khobar,Studio - Residential,495,13137.52358,2021-04-01
Eastern Province,Al Khafji,Studio - Residential,17,15975.0,2021-04-01
Eastern Province,Dammam,Studio - Residential,815,12755.11724,2021-04-01
Eastern Province,Al Oyoun,Studio - Residential,11,16200.0,2021-04-01
Eastern Province,Al Qatif,Studio - Residential,33,8893.75,2021-04-01
Eastern Province,Al Qaisumah,Studio - Residential,1,12000.0,2021-04-01
Eastern Province,Al Nairyah,Studio - Residential,13,16800.0,2021-04-01
Eastern Province,Buqayq,Studio - Residential,5,11400.0,2021-04-01
Eastern Province,Hafar Al Batin,Studio - Residential,77,9842.04878,2021-04-01
Eastern Province,Ras Tanura,Studio - Residential,11,11594.66667,2021-04-01
Eastern Province,Al Ahsa,Duplex - Residential,8,42500.0,2021-04-01
Eastern Province,Al Jubail,Duplex - Residential,8,36857.14286,2021-04-01
Eastern Province,Al Khobar,Duplex - Residential,96,50887.3125,2021-04-01
Eastern Province,Dammam,Duplex - Residential,84,37895.08537,2021-04-01
Eastern Province,Al Qatif,Duplex - Residential,18,23768.66667,2021-04-01
Eastern Province,Al Qaisumah,Duplex - Residential,1,12000.0,2021-04-01
Eastern Province,Hafar Al Batin,Duplex - Residential,9,19000.0,2021-04-01
Eastern Province,Al Ahsa,Floor - Residential,94,16463.02439,2021-04-01
Eastern Province,Al Jubail,Floor - Residential,3,31333.33333,2021-04-01
Eastern Province,Al Khobar,Floor - Residential,118,35116.4625,2021-04-01
Eastern Province,Al Khafji,Floor - Residential,4,15500.0,2021-04-01
Eastern Province,Dammam,Floor - Residential,169,29421.17778,2021-04-01
Eastern Province,Al Oyoun,Floor - Residential,2,9500.0,2021-04-01
Eastern Province,Al Qatif,Floor - Residential,32,19535.40625,2021-04-01
Eastern Province,Al Qaisumah,Floor - Residential,10,14600.0,2021-04-01
Eastern Province,Al Nairyah,Floor - Residential,6,20900.0,2021-04-01
Eastern Province,Buqayq,Floor - Residential,8,40400.0,2021-04-01
Eastern Province,Hafar Al Batin,Floor - Residential,98,15670.29487,2021-04-01
Eastern Province,Ras Tanura,Floor - Residential,5,22036.2,2021-04-01
Eastern Province,Qaryat Al Ulya,Floor - Residential,2,6000.0,2021-04-01
Eastern Province,Al Ahsa,Apartment - Residential,3029,12223.96456,2021-04-01
Eastern Province,Al Jubail,Apartment - Residential,1819,18581.24156,2021-04-01
Eastern Province,Al Khobar,Apartment - Residential,4678,19201.63253,2021-04-01
Eastern Province,Al Khafji,Apartment - Residential,152,14450.04724,2021-04-01
Eastern Province,Dammam,Apartment - Residential,8061,17235.81362,2021-04-01
Eastern Province,Al Dhibiyah,Apartment - Residential,29,16592.14286,2021-04-01
Eastern Province,Al Oyoun,Apartment - Residential,65,12972.86538,2021-04-01
Eastern Province,Al Qatif,Apartment - Residential,857,16255.99868,2021-04-01
Eastern Province,Al Qaisumah,Apartment - Residential,25,8463.157894,2021-04-01
Eastern Province,Al Nairyah,Apartment - Residential,75,13016.47059,2021-04-01
Eastern Province,Buqayq,Apartment - Residential,142,16370.0,2021-04-01
Eastern Province,Hafar Al Batin,Apartment - Residential,840,10213.33471,2021-04-01
Eastern Province,Ras Tanura,Apartment - Residential,205,14974.83226,2021-04-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,6,6127.2,2021-04-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Apartment - Residential,2,10000.0,2021-04-01
Eastern Province,Al Ahsa,Villa - Residential,24,21500.0,2021-04-01
Eastern Province,Al Jubail,Villa - Residential,12,58416.66667,2021-04-01
Eastern Province,Al Khobar,Villa - Residential,121,68024.34545,2021-04-01
Eastern Province,Dammam,Villa - Residential,95,46165.94382,2021-04-01
Eastern Province,Al Dhibiyah,Villa - Residential,1,18000.0,2021-04-01
Eastern Province,Al Qatif,Villa - Residential,7,23297.85714,2021-04-01
Eastern Province,Al Nairyah,Villa - Residential,2,27250.0,2021-04-01
Eastern Province,Hafar Al Batin,Villa - Residential,8,27970.0,2021-04-01
Eastern Province,Ras Tanura,Villa - Residential,2,33090.5,2021-04-01
Eastern Province,Al Ahsa,Studio - Residential,355,9723.685314,2021-07-01
Eastern Province,Al Jubail,Studio - Residential,121,13429.62963,2021-07-01
Eastern Province,Al Khobar,Studio - Residential,641,13866.15094,2021-07-01
Eastern Province,Al Khafji,Studio - Residential,24,11810.0,2021-07-01
Eastern Province,Dammam,Studio - Residential,1311,12423.33074,2021-07-01
Eastern Province,Al Oyoun,Studio - Residential,3,10333.33333,2021-07-01
Eastern Province,Al Qatif,Studio - Residential,43,10683.33333,2021-07-01
Eastern Province,Al Qaisumah,Studio - Residential,4,13200.0,2021-07-01
Eastern Province,Al Nairyah,Studio - Residential,22,14863.63636,2021-07-01
Eastern Province,Buqayq,Studio - Residential,9,8300.0,2021-07-01
Eastern Province,Hafar Al Batin,Studio - Residential,190,10982.59259,2021-07-01
Eastern Province,Ras Tanura,Studio - Residential,16,13053.33333,2021-07-01
Eastern Province,Qaryat Al Ulya,Studio - Residential,1,4800.0,2021-07-01
Eastern Province,Al Ahsa,Duplex - Residential,19,21722.22222,2021-07-01
Eastern Province,Al Jubail,Duplex - Residential,9,35573.75,2021-07-01
Eastern Province,Al Khobar,Duplex - Residential,100,53898.22785,2021-07-01
Eastern Province,Al Khafji,Duplex - Residential,2,32500.0,2021-07-01
Eastern Province,Dammam,Duplex - Residential,165,39872.67974,2021-07-01
Eastern Province,Al Oyoun,Duplex - Residential,2,18000.0,2021-07-01
Eastern Province,Al Qatif,Duplex - Residential,31,27782.39286,2021-07-01
Eastern Province,Buqayq,Duplex - Residential,1,16000.0,2021-07-01
Eastern Province,Hafar Al Batin,Duplex - Residential,2,19200.0,2021-07-01
Eastern Province,Ras Tanura,Duplex - Residential,1,22000.0,2021-07-01
Eastern Province,Al Ahsa,Floor - Residential,166,17593.21711,2021-07-01
Eastern Province,Al Jubail,Floor - Residential,5,24000.0,2021-07-01
Eastern Province,Al Khobar,Floor - Residential,122,29843.06931,2021-07-01
Eastern Province,Al Khafji,Floor - Residential,11,21289.18182,2021-07-01
Eastern Province,Dammam,Floor - Residential,368,26882.91639,2021-07-01
Eastern Province,Al Su'ayrah,Floor - Residential,1,14400.0,2021-07-01
Eastern Province,Al Oyoun,Floor - Residential,6,15878.66667,2021-07-01
Eastern Province,Al Qatif,Floor - Residential,48,21805.19149,2021-07-01
Eastern Province,Al Qaisumah,Floor - Residential,13,16800.0,2021-07-01
Eastern Province,Al Nairyah,Floor - Residential,10,18577.77778,2021-07-01
Eastern Province,Buqayq,Floor - Residential,10,26878.77778,2021-07-01
Eastern Province,Hafar Al Batin,Floor - Residential,209,14538.12658,2021-07-01
Eastern Province,Ras Tanura,Floor - Residential,17,22571.375,2021-07-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Floor - Residential,4,18450.0,2021-07-01
Eastern Province,Al Ahsa,Apartment - Residential,6406,12487.03296,2021-07-01
Eastern Province,Al Jubail,Apartment - Residential,2532,19179.73599,2021-07-01
Eastern Province,Al Khobar,Apartment - Residential,7649,20591.18414,2021-07-01
Eastern Province,Al Khafji,Apartment - Residential,391,14151.121,2021-07-01
Eastern Province,Dammam,Apartment - Residential,14465,18020.25175,2021-07-01
Eastern Province,Al Dhibiyah,Apartment - Residential,42,15325.96875,2021-07-01
Eastern Province,Al Oyoun,Apartment - Residential,182,12281.50714,2021-07-01
Eastern Province,Al Qatif,Apartment - Residential,1734,16577.3823,2021-07-01
Eastern Province,Al Qaisumah,Apartment - Residential,79,10617.72727,2021-07-01
Eastern Province,Al Nairyah,Apartment - Residential,126,14867.56637,2021-07-01
Eastern Province,Buqayq,Apartment - Residential,142,17541.5283,2021-07-01
Eastern Province,Hafar Al Batin,Apartment - Residential,1982,10179.39014,2021-07-01
Eastern Province,Ras Tanura,Apartment - Residential,360,15607.79913,2021-07-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,1,6000.0,2021-07-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Apartment - Residential,2,9300.0,2021-07-01
Eastern Province,Mulayjah,Apartment - Residential,3,8466.666666,2021-07-01
Eastern Province,Al Ahsa,Villa - Residential,100,20247.3,2021-07-01
Eastern Province,Al Jubail,Villa - Residential,47,52638.23913,2021-07-01
Eastern Province,Al Khobar,Villa - Residential,369,70321.08207,2021-07-01
Eastern Province,Al Khafji,Villa - Residential,9,23880.88889,2021-07-01
Eastern Province,Dammam,Villa - Residential,354,49117.01455,2021-07-01
Eastern Province,Al Oyoun,Villa - Residential,2,16227.0,2021-07-01
Eastern Province,Al Qatif,Villa - Residential,28,26557.70833,2021-07-01
Eastern Province,Al Qaisumah,Villa - Residential,1,24000.0,2021-07-01
Eastern Province,Al Nairyah,Villa - Residential,4,31333.33333,2021-07-01
Eastern Province,Buqayq,Villa - Residential,1,10000.0,2021-07-01
Eastern Province,Hafar Al Batin,Villa - Residential,20,28882.35294,2021-07-01
Eastern Province,Al Ahsa,Studio - Residential,345,9742.280701,2021-10-01
Eastern Province,Al Jubail,Studio - Residential,260,14133.3012,2021-10-01
Eastern Province,Al Khobar,Studio - Residential,920,12672.75591,2021-10-01
Eastern Province,Al Khafji,Studio - Residential,36,12630.30303,2021-10-01
Eastern Province,Dammam,Studio - Residential,1854,11624.39973,2021-10-01
Eastern Province,Al Oyoun,Studio - Residential,8,15433.33333,2021-10-01
Eastern Province,Al Qatif,Studio - Residential,44,10251.90476,2021-10-01
Eastern Province,Al Qaisumah,Studio - Residential,1,12000.0,2021-10-01
Eastern Province,Al Nairyah,Studio - Residential,15,13542.85714,2021-10-01
Eastern Province,Buqayq,Studio - Residential,6,9411.0,2021-10-01
Eastern Province,Hafar Al Batin,Studio - Residential,89,10230.23256,2021-10-01
Eastern Province,Ras Tanura,Studio - Residential,22,16084.21053,2021-10-01
Eastern Province,Al Ahsa,Duplex - Residential,39,21984.94595,2021-10-01
Eastern Province,Al Jubail,Duplex - Residential,10,38435.66667,2021-10-01
Eastern Province,Al Khobar,Duplex - Residential,135,50836.78512,2021-10-01
Eastern Province,Al Khafji,Duplex - Residential,4,25750.0,2021-10-01
Eastern Province,Dammam,Duplex - Residential,229,40506.06912,2021-10-01
Eastern Province,Al Oyoun,Duplex - Residential,1,20000.0,2021-10-01
Eastern Province,Al Qatif,Duplex - Residential,25,26801.29167,2021-10-01
Eastern Province,Al Nairyah,Duplex - Residential,1,90000.0,2021-10-01
Eastern Province,Hafar Al Batin,Duplex - Residential,10,18044.44444,2021-10-01
Eastern Province,Ras Tanura,Duplex - Residential,1,20000.0,2021-10-01
Eastern Province,Al Ahsa,Floor - Residential,194,14636.68072,2021-10-01
Eastern Province,Al Jubail,Floor - Residential,7,36187.0,2021-10-01
Eastern Province,Al Khobar,Floor - Residential,172,28377.49219,2021-10-01
Eastern Province,Al Khafji,Floor - Residential,25,20515.90909,2021-10-01
Eastern Province,Dammam,Floor - Residential,372,28729.5596,2021-10-01
Eastern Province,Al Dhibiyah,Floor - Residential,2,21600.0,2021-10-01
Eastern Province,Al Oyoun,Floor - Residential,6,18986.5,2021-10-01
Eastern Province,Al Qatif,Floor - Residential,38,20003.8,2021-10-01
Eastern Province,Al Qaisumah,Floor - Residential,14,14400.0,2021-10-01
Eastern Province,Al Nairyah,Floor - Residential,7,20197.28571,2021-10-01
Eastern Province,Buqayq,Floor - Residential,26,29479.36364,2021-10-01
Eastern Province,Hafar Al Batin,Floor - Residential,274,14997.12712,2021-10-01
Eastern Province,Ras Tanura,Floor - Residential,26,16732.04348,2021-10-01
Eastern Province,Al Ahsa,Apartment - Residential,7184,12224.94792,2021-10-01
Eastern Province,Al Jubail,Apartment - Residential,3432,17771.63609,2021-10-01
Eastern Province,Al Khobar,Apartment - Residential,11397,19433.48353,2021-10-01
Eastern Province,Al Khafji,Apartment - Residential,509,13734.08447,2021-10-01
Eastern Province,Dammam,Apartment - Residential,19649,17390.75454,2021-10-01
Eastern Province,Al Dhibiyah,Apartment - Residential,117,16140.62338,2021-10-01
Eastern Province,Al Oyoun,Apartment - Residential,142,13295.09,2021-10-01
Eastern Province,Al Qatif,Apartment - Residential,1905,17044.54961,2021-10-01
Eastern Province,Al Qaisumah,Apartment - Residential,64,9278.378378,2021-10-01
Eastern Province,Al Nairyah,Apartment - Residential,263,15150.90173,2021-10-01
Eastern Province,Buqayq,Apartment - Residential,163,16006.34615,2021-10-01
Eastern Province,Hafar Al Batin,Apartment - Residential,1727,10596.61441,2021-10-01
Eastern Province,Ras Tanura,Apartment - Residential,616,15662.20513,2021-10-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,7,11915.0,2021-10-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Apartment - Residential,4,14909.0,2021-10-01
Eastern Province,Mulayjah,Apartment - Residential,2,15000.0,2021-10-01
Eastern Province,Al Ahsa,Villa - Residential,94,18338.64634,2021-10-01
Eastern Province,Al Jubail,Villa - Residential,63,57983.85714,2021-10-01
Eastern Province,Al Khobar,Villa - Residential,352,73570.41584,2021-10-01
Eastern Province,Al Khafji,Villa - Residential,5,21120.0,2021-10-01
Eastern Province,Dammam,Villa - Residential,376,62738.75851,2021-10-01
Eastern Province,Al Oyoun,Villa - Residential,2,14909.0,2021-10-01
Eastern Province,Al Qatif,Villa - Residential,27,40714.12,2021-10-01
Eastern Province,Al Nairyah,Villa - Residential,1,11000.0,2021-10-01
Eastern Province,Buqayq,Villa - Residential,5,80800.0,2021-10-01
Eastern Province,Hafar Al Batin,Villa - Residential,21,39627.2,2021-10-01
Eastern Province,Ras Tanura,Villa - Residential,4,42666.66667,2021-10-01
Eastern Province,Al Ahsa,Studio - Residential,411,9789.003095,2022-01-01
Eastern Province,Al Jubail,Studio - Residential,321,12043.57333,2022-01-01
Eastern Province,Al Khobar,Studio - Residential,1245,12564.53819,2022-01-01
Eastern Province,Al Khafji,Studio - Residential,57,12881.63265,2022-01-01
Eastern Province,Dammam,Studio - Residential,2232,11720.98946,2022-01-01
Eastern Province,Al Oyoun,Studio - Residential,7,7600.0,2022-01-01
Eastern Province,Al Qatif,Studio - Residential,68,9381.612903,2022-01-01
Eastern Province,Al Qaisumah,Studio - Residential,2,25200.0,2022-01-01
Eastern Province,Al Nairyah,Studio - Residential,15,15960.0,2022-01-01
Eastern Province,Buqayq,Studio - Residential,6,15266.66667,2022-01-01
Eastern Province,Hafar Al Batin,Studio - Residential,93,10481.08108,2022-01-01
Eastern Province,Ras Tanura,Studio - Residential,24,12505.15789,2022-01-01
Eastern Province,Al Ahsa,Duplex - Residential,27,25081.48148,2022-01-01
Eastern Province,Al Jubail,Duplex - Residential,13,30923.07692,2022-01-01
Eastern Province,Al Khobar,Duplex - Residential,166,57811.2293,2022-01-01
Eastern Province,Al Khafji,Duplex - Residential,6,23333.33333,2022-01-01
Eastern Province,Dammam,Duplex - Residential,284,39314.868,2022-01-01
Eastern Province,Al Oyoun,Duplex - Residential,1,24000.0,2022-01-01
Eastern Province,Al Qatif,Duplex - Residential,36,26810.9375,2022-01-01
Eastern Province,Hafar Al Batin,Duplex - Residential,8,19500.0,2022-01-01
Eastern Province,Ras Tanura,Duplex - Residential,1,18000.0,2022-01-01
Eastern Province,Al Ahsa,Floor - Residential,219,16918.06316,2022-01-01
Eastern Province,Al Jubail,Floor - Residential,20,26600.0,2022-01-01
Eastern Province,Al Khobar,Floor - Residential,192,33533.20408,2022-01-01
Eastern Province,Al Khafji,Floor - Residential,25,17750.0,2022-01-01
Eastern Province,Dammam,Floor - Residential,467,27672.54615,2022-01-01
Eastern Province,Al Dhibiyah,Floor - Residential,9,14933.33333,2022-01-01
Eastern Province,Al Su'ayrah,Floor - Residential,1,18000.0,2022-01-01
Eastern Province,Al Oyoun,Floor - Residential,9,14777.77778,2022-01-01
Eastern Province,Al Qatif,Floor - Residential,55,19861.22449,2022-01-01
Eastern Province,Al Qaisumah,Floor - Residential,18,15185.71429,2022-01-01
Eastern Province,Al Nairyah,Floor - Residential,11,20563.63636,2022-01-01
Eastern Province,Buqayq,Floor - Residential,22,23580.0,2022-01-01
Eastern Province,Hafar Al Batin,Floor - Residential,451,14249.79487,2022-01-01
Eastern Province,Ras Tanura,Floor - Residential,30,23030.76923,2022-01-01
Eastern Province,Qaryat Al Ulya,Floor - Residential,1,8400.0,2022-01-01
Eastern Province,Mulayjah,Floor - Residential,1,15000.0,2022-01-01
Eastern Province,Al Ahsa,Apartment - Residential,9077,12508.44841,2022-01-01
Eastern Province,Al Buwaybiyat,Apartment - Residential,1,12000.0,2022-01-01
Eastern Province,Al Jubail,Apartment - Residential,5106,17968.87843,2022-01-01
Eastern Province,Al Khobar,Apartment - Residential,12486,18466.31319,2022-01-01
Eastern Province,Al Khafji,Apartment - Residential,580,13231.22222,2022-01-01
